1502784952166,158,64,3756,11,15,-32
1502784952167,142,70,3714,13,-2,-18
1502784952168,148,52,3744,26,11,2
1502784952169,130,44,3700,40,39,-28
1502784952171,142,34,3676,24,-8,15
1502784952171,154,34,3770,23,15,-48
1502784952172,148,44,3690,1,14,15
1502784952173,146,12,3716,13,38,-48
1502784952174,146,76,3768,15,-26,-17
1502784952176,156,52,3738,39,21,-19
1502784952177,160,58,3668,11,18,-15
1502784952178,144,68,3674,3,-7,-53
1502784952179,184,28,3734,4,44,0
1502784952180,162,78,3686,34,-21,-7
1502784952181,130,88,3778,34,20,-29
1502784952182,138,54,3708,38,-1,25
1502784952183,146,68,3676,37,15,-53
1502784952184,158,72,3662,21,26,10
1502784952184,126,44,3764,13,-14,-36
1502784952186,136,40,3744,6,27,-5
1502784952187,166,72,3654,-4,-14,-21
1502784952188,148,90,3700,-7,30,5
1502784952189,134,64,3690,11,-8,-44
1502784952190,126,36,3774,1,18,7
1502784952191,144,76,3750,14,-2,-30
1502784952192,154,56,3692,3,13,-28
1502784952193,132,54,3754,-2,34,17
1502784952194,150,60,3720,18,-12,-65
1502784952195,142,84,3716,-1,9,17
1502784952196,144,44,3694,19,1,-30
1502784952197,122,60,3760,-1,37,5
1502784952198,162,34,3700,8,3,-32
1502784952199,144,60,3652,15,-6,-1
1502784952200,134,44,3722,19,33,-26
1502784952201,172,38,3678,25,-35,-43
1502784952202,156,54,3692,29,49,-5
1502784952203,152,70,3670,19,-14,-61
1502784952204,134,74,3678,8,19,-2
1502784952204,140,44,3746,19,16,-21
1502784952206,134,58,3756,-4,-3,-25
1502784952207,140,78,3702,30,30,-19
1502784952208,168,56,3716,5,-1,-7
1502784952209,148,72,3696,29,16,-72
1502784952210,150,14,3702,26,32,33
1502784952211,178,72,3654,37,13,-40
1502784952212,172,52,3714,17,8,-30
1502784952213,154,88,3666,8,-6,23
1502784952214,156,58,3716,8,20,-61
1502784952214,166,50,3750,-6,-7,23
1502784952216,134,68,3722,14,40,-40
1502784952217,136,30,3708,12,-37,4
1502784952217,156,60,3756,21,32,-26
1502784952219,140,34,3758,7,-10,-3
1502784952219,136,36,3776,9,14,-48
1502784952220,164,84,3750,14,38,-13
1502784952221,116,70,3774,33,9,-8
1502784952223,146,66,3802,15,35,-19
1502784952224,148,70,3714,6,14,-4
1502784952225,160,84,3744,23,-14,-50
1502784952226,136,60,3812,17,29,24
1502784952227,134,60,3734,35,-1,-55
1502784952228,166,68,3716,11,15,22
1502784952229,152,20,3668,13,-7,-41
1502784952230,156,58,3728,34,10,0
1502784952231,158,26,3668,28,36,-48
1502784952232,126,48,3728,7,5,5
1502784952233,120,50,3772,34,25,-32
1502784952234,180,66,3696,19,6,-54
1502784952235,134,68,3724,16,2,18
1502784952236,150,90,3732,14,17,-48
1502784952237,106,36,3626,21,-8,18
1502784952238,150,50,3706,14,8,-31
1502784952239,142,58,3668,-8,23,-6
1502784952240,146,72,3730,22,24,-74
1502784952241,158,70,3714,23,4,16
1502784952242,132,20,3708,27,21,-51
1502784952243,146,28,3716,9,5,0
1502784952244,166,56,3686,30,0,-12
1502784952245,152,52,3742,11,25,-34
1502784952246,158,48,3754,22,-14,10
1502784952247,122,56,3776,40,32,-65
1502784952248,130,68,3736,-5,-12,22
1502784952249,158,36,3756,8,17,-66
1502784952250,168,54,3682,-10,7,40
1502784952251,138,30,3750,-8,22,-55
1502784952252,160,68,3694,-6,8,-15
1502784952253,128,56,3756,1,33,-24
1502784952254,144,58,3724,21,0,-44
1502784952255,154,68,3682,31,16,17
1502784952256,132,112,3720,38,12,-64
1502784952257,136,56,3750,42,2,30
1502784952258,144,84,3722,40,12,-42
1502784952259,128,30,3762,11,4,3
1502784952260,154,44,3708,22,27,-48
1502784952261,142,40,3686,12,0,-14
1502784952262,144,64,3718,-3,18,-31
1502784952263,100,58,3762,5,30,-15
1502784952263,136,34,3718,23,19,-8
1502784952265,158,46,3660,25,11,-42
1502784952266,182,18,3720,32,12,-9
1502784952267,168,48,3732,19,-8,-35
1502784952268,142,24,3702,15,32,-6
1502784952269,136,58,3730,48,3,-43
1502784952269,158,54,3674,8,30,-5
1502784952270,134,90,3682,10,3,-41
1502784952272,164,54,3692,0,37,-4
1502784952273,160,34,3664,9,14,-27
1502784952273,140,40,3732,23,27,-8
1502784952275,188,76,3648,40,-6,-13
1502784952276,148,44,3722,34,12,-32
1502784952277,132,78,3732,26,2,4
1502784952278,144,70,3708,27,25,-36
1502784952279,166,80,3704,-1,7,1
1502784952280,164,34,3692,25,10,-54
1502784952281,170,24,3718,7,35,12
1502784952281,132,78,3722,13,-14,-32
1502784952282,126,90,3730,5,27,-11
1502784952283,172,54,3744,-3,4,-19
1502784952284,144,50,3770,-18,20,-17
