1502785082003,4330,100,-346,15,18,-56
1502785082004,4306,66,-400,1,20,29
1502785082005,4308,74,-306,7,3,-48
1502785082006,4284,90,-322,5,32,6
1502785082007,4308,88,-396,5,13,-7
1502785082008,4318,68,-386,8,2,-57
1502785082009,4288,90,-358,19,37,44
1502785082010,4290,124,-358,36,16,-68
1502785082011,4288,112,-330,26,23,19
1502785082012,4296,134,-348,14,-12,-60
1502785082013,4302,94,-356,9,31,6
1502785082014,4308,118,-358,-3,5,-32
1502785082015,4302,90,-382,-4,22,14
1502785082016,4260,86,-384,23,16,-30
1502785082017,4272,68,-402,23,18,2
1502785082018,4316,108,-350,18,1,-18
1502785082019,4276,106,-418,20,25,-37
1502785082020,4286,64,-350,12,16,17
1502785082021,4272,90,-350,28,15,-50
1502785082022,4304,80,-358,15,3,19
1502785082023,4326,100,-326,22,38,-27
1502785082024,4290,96,-344,9,-20,-10
1502785082025,4290,98,-346,21,52,-5
1502785082026,4290,144,-350,4,-11,8
1502785082027,4318,96,-316,0,16,-25
1502785082028,4306,100,-368,-4,31,-17
1502785082029,4280,52,-388,22,-1,-8
1502785082030,4320,80,-350,22,40,-21
1502785082031,4278,74,-344,13,-3,-7
1502785082032,4286,104,-374,5,12,-54
1502785082033,4304,92,-370,9,25,13
1502785082034,4302,114,-394,17,3,-13
1502785082035,4296,88,-422,1,12,-18
1502785082036,4284,92,-364,11,20,-26
1502785082037,4316,104,-410,14,7,-17
1502785082038,4276,150,-396,16,18,-8
1502785082039,4304,98,-376,27,13,-13
1502785082040,4316,120,-376,36,27,-6
1502785082041,4292,124,-360,17,8,-35
1502785082042,4304,86,-370,9,26,0
1502785082043,4306,38,-370,31,9,-48
1502785082044,4278,92,-384,33,-1,10
1502785082045,4274,124,-404,36,12,-59
1502785082046,4330,98,-356,8,2,20
1502785082047,4292,86,-376,17,21,-80
1502785082048,4306,118,-354,11,19,34
1502785082049,4302,86,-440,26,8,-53
1502785082050,4290,144,-350,34,21,-18
1502785082051,4306,118,-322,7,33,25
1502785082052,4290,114,-394,9,-4,-53
1502785082053,4280,110,-346,15,26,42
1502785082054,4326,116,-350,43,6,-57
1502785082055,4302,88,-334,32,21,8
1502785082056,4336,70,-390,30,-1,-43
1502785082057,4316,100,-400,38,2,4
1502785082058,4274,58,-422,17,-7,-36
1502785082059,4304,84,-340,24,30,-11
1502785082060,4294,114,-362,12,2,-31
1502785082061,4326,94,-418,22,26,-7
1502785082062,4312,74,-330,17,-2,6
1502785082063,4312,94,-418,18,38,-44
1502785082064,4246,74,-360,17,7,-70
1502785082065,4274,94,-358,30,11,25
1502785082066,4302,86,-388,13,17,-65
1502785082067,4280,72,-396,9,-4,20
1502785082068,4280,68,-370,15,39,-42
1502785082069,4320,144,-348,-7,5,20
1502785082070,4280,64,-418,17,15,-51
1502785082071,4286,98,-412,-7,6,4
1502785082072,4270,98,-396,2,32,-26
1502785082073,4260,84,-396,15,-4,-41
1502785082074,4290,110,-356,22,29,12
1502785082075,4282,90,-412,26,18,-50
1502785082076,4290,114,-404,10,6,19
1502785082077,4308,98,-370,17,46,-17
1502785082078,4298,56,-354,-1,-38,-2
1502785082079,4304,98,-400,18,52,-48
1502785082080,4290,98,-408,2,-8,-4
1502785082081,4294,56,-382,15,22,-42
1502785082082,4276,94,-308,8,23,8
1502785082083,4266,58,-320,31,9,-3
1502785082084,4306,74,-396,39,4,-16
1502785082085,4298,110,-326,37,18,-11
1502785082086,4304,114,-384,20,6,-14
1502785082087,4252,80,-384,32,22,-19
1502785082088,4302,112,-430,12,-1,-48
1502785082089,4286,112,-328,-4,14,17
1502785082090,4290,76,-394,36,12,-45
1502785082091,4306,74,-370,19,40,3
1502785082092,4302,118,-360,41,-5,-47
1502785082093,4286,108,-350,15,64,1
1502785082094,4318,94,-424,30,-3,-6
1502785082095,4288,70,-380,7,11,-47
1502785082096,4274,138,-384,24,36,16
1502785082097,4258,114,-426,42,-9,-22
1502785082098,4294,108,-360,48,28,8
1502785082099,4296,86,-294,60,8,-32
1502785082100,4296,120,-360,9,1,8
1502785082101,4300,78,-386,-12,19,-47
1502785082102,4320,124,-370,-10,11,8
1502785082103,4284,106,-322,-6,18,-39
1502785082104,4314,100,-412,-6,13,-7
1502785082105,4304,104,-328,-4,9,-2
1502785082106,4290,98,-304,36,23,-33
1502785082107,4296,66,-322,11,-10,11
1502785082108,4302,124,-344,16,31,-46
1502785082109,4298,94,-286,0,-4,0
1502785082110,4282,88,-322,19,21,-31
1502785082111,4306,84,-400,14,15,12
1502785082112,4290,80,-376,30,4,-22
1502785082113,4306,72,-348,20,26,10
1502785082114,4292,88,-344,29,14,-34
1502785082115,4328,98,-350,15,12,-21
1502785082116,4324,66,-350,13,4,13
1502785082117,4286,104,-384,18,-2,-51
1502785082118,4296,120,-360,7,55,21
1502785082119,4336,104,-396,15,20,-33
1502785082120,4322,94,-358,11,-21,23
1502785082121,4328,66,-374,24,44,-40
1502785082122,4308,120,-364,28,-8,-6
1502785082123,4326,50,-404,17,51,-47
1502785082124,4320,106,-342,12,-5,8
1502785082125,4300,74,-360,10,-3,-53
1502785082126,4286,128,-356,14,24,-11
1502785082127,4304,78,-390,9,12,9
1502785082128,4296,54,-358,22,22,-74
1502785082129,4286,94,-400,7,-7,37
1502785082130,4316,84,-390,32,31,-53
1502785082131,4320,68,-360,11,7,3
1502785082132,4320,104,-384,38,23,-31
1502785082133,4288,66,-394,11,5,-16
1502785082134,4258,72,-398,29,29,-18
1502785082135,4262,110,-346,23,19,-9
1502785082136,4326,92,-444,13,0,-20
1502785082137,4326,94,-346,30,-2,-29
1502785082138,4302,112,-334,27,20,-4
1502785082139,4312,92,-356,10,26,-29
1502785082140,4290,92,-422,7,-20,19
1502785082141,4304,88,-414,35,25,-41
1502785082142,4322,106,-332,23,24,19
1502785082143,4274,70,-288,26,5,-59
1502785082144,4294,108,-348,14,34,36
1502785082145,4290,84,-360,6,24,-55
1502785082146,4288,98,-388,-3,6,2
1502785082147,4308,84,-302,-10,13,-5
1502785082148,4310,98,-386,13,3,-52
1502785082149,4314,104,-348,12,35,16
1502785082150,4318,86,-334,5,21,-65
1502785082151,4302,112,-386,14,6,12
1502785082152,4298,70,-450,17,24,-23
1502785082153,4272,100,-334,-2,15,3
1502785082154,4290,126,-336,-5,11,-38
1502785082155,4340,96,-336,-1,10,17
1502785082156,4300,108,-396,39,34,-54
1502785082157,4302,92,-382,17,1,-4
1502785082158,4264,114,-390,46,32,-46
1502785082159,4286,116,-328,36,16,-9
1502785082160,4306,116,-350,24,-12,7
1502785082161,4310,120,-386,30,41,-64
1502785082162,4290,86,-384,31,3,30
1502785082163,4298,126,-364,42,5,-46
1502785082164,4338,118,-376,18,12,41
1502785082165,4278,106,-354,17,7,-69
1502785082166,4298,78,-374,3,-19,16
1502785082167,4322,86,-424,14,33,-21
1502785082168,4290,90,-336,22,11,-5
1502785082169,4310,136,-372,1,13,-7
1502785082170,4280,100,-386,23,13,-37
1502785082171,4326,76,-388,37,33,25
1502785082172,4292,120,-418,26,18,-80
1502785082173,4288,86,-394,15,12,21
1502785082174,4290,106,-370,35,4,-47
1502785082175,4316,116,-382,-1,0,1
1502785082176,4304,80,-412,29,11,-30
1502785082177,4276,98,-384,4,19,-6
1502785082178,4314,76,-360,14,-6,-11
1502785082179,4300,116,-322,-3,16,-18
1502785082180,4294,106,-316,17,20,9
1502785082181,4290,90,-370,22,22,-28
1502785082182,4268,108,-344,6,21,26
1502785082183,4294,74,-402,4,17,-67
1502785082184,4314,78,-344,3,8,-10
1502785082185,4310,110,-316,21,20,-27
1502785082186,4284,130,-400,9,5,-29
1502785082187,4320,114,-384,4,27,-17
1502785082188,4272,68,-346,-2,19,-4
1502785082189,4302,136,-350,18,31,-50
1502785082190,4298,84,-368,15,-13,2
1502785082191,4290,98,-428,9,23,-6
1502785082192,4306,154,-382,8,2,-44
1502785082193,4306,114,-334,-5,10,13
1502785082194,4298,80,-304,11,0,-36
1502785082195,4296,92,-350,9,26,-14
1502785082196,4320,100,-442,26,21,-27
1502785082197,4330,78,-426,-9,28,-12
1502785082198,4284,74,-336,34,3,-44
1502785082199,4288,98,-348,13,33,13
1502785082200,4324,96,-306,38,20,-27
1502785082201,4302,90,-334,19,-1,-46
1502785082202,4286,126,-362,24,5,6
1502785082203,4274,76,-332,28,31,-43
1502785082204,4290,78,-400,7,-5,17
1502785082205,4274,108,-400,27,27,-54
1502785082206,4286,134,-390,16,20,9
1502785082207,4308,110,-396,13,12,-38
1502785082208,4294,104,-368,6,0,9
1502785082209,4290,92,-386,22,42,-55
1502785082210,4316,88,-398,1,-18,11
1502785082211,4292,96,-350,-1,25,-38
1502785082212,4268,90,-344,4,10,-32
1502785082213,4306,96,-382,6,8,20
1502785082214,4268,88,-424,17,7,-75
1502785082215,4288,96,-358,6,3,31
1502785082216,4308,84,-334,20,9,-42
1502785082217,4312,146,-348,20,-4,27
1502785082218,4282,100,-326,12,22,-51
1502785082219,4294,124,-412,0,15,26
1502785082220,4316,130,-328,31,36,-31
1502785082221,4280,110,-374,31,-5,-26
1502785082222,4316,66,-404,27,25,-3
1502785082223,4304,94,-402,19,15,-50
1502785082224,4286,92,-328,26,-7,0
1502785082225,4286,106,-342,5,13,-25
1502785082226,4306,74,-306,-3,25,8
1502785082227,4320,108,-410,-7,18,-32
1502785082228,4292,110,-360,2,23,21
1502785082229,4300,96,-374,3,17,-46
1502785082230,4300,138,-374,6,26,12
1502785082231,4286,120,-370,29,12,-29
1502785082232,4274,124,-348,21,4,-15
1502785082233,4320,100,-368,18,20,-7
1502785082234,4302,90,-428,26,11,-37
1502785082235,4276,108,-384,12,-22,-1
1502785082236,4308,126,-402,21,64,-40
1502785082237,4324,138,-374,-3,-20,0
1502785082238,4318,110,-396,36,23,-40
1502785082239,4298,90,-342,19,7,27
1502785082240,4274,104,-368,41,19,-68
1502785082241,4324,118,-386,24,2,42
1502785082242,4294,64,-340,14,30,-37
1502785082243,4296,74,-358,9,-2,-6
1502785082244,4276,88,-318,18,-6,-3
1502785082245,4292,112,-334,19,42,-58
1502785082246,4284,90,-388,33,-1,31
1502785082247,4300,110,-388,23,37,-67
1502785082248,4290,88,-348,6,-21,42
1502785082249,4320,124,-374,3,36,-50
1502785082250,4320,94,-354,37,-5,6
1502785082251,4320,88,-372,15,16,-30
1502785082252,4288,100,-370,23,24,3
1502785082253,4298,68,-356,15,8,-33
1502785082254,4310,94,-400,16,14,-10
1502785082255,4314,84,-426,16,10,-20
1502785082256,4262,130,-414,-1,16,-14
1502785082257,4276,78,-410,9,-1,-11
1502785082258,4304,108,-400,-3,5,-32
1502785082259,4314,112,-336,-3,-9,19
1502785082260,4290,108,-382,0,35,-48
1502785082261,4318,114,-342,2,-9,24
1502785082262,4302,84,-376,15,21,-49
1502785082263,4328,116,-374,24,46,-15
1502785082264,4286,58,-388,18,-14,-6
1502785082265,4288,108,-396,24,19,-27
1502785082266,4270,96,-396,35,41,9
1502785082267,4310,70,-384,38,-2,-72
1502785082268,4292,118,-330,26,12,17
1502785082269,4330,146,-362,32,2,-53
1502785082270,4278,126,-394,9,12,12
1502785082271,4306,106,-418,8,11,-43
1502785082272,4314,86,-396,-1,21,3
1502785082273,4300,98,-356,7,12,-46
1502785082274,4300,92,-354,22,33,-5
1502785082275,4308,88,-376,6,11,-9
1502785082276,4262,116,-358,29,22,-32
1502785082277,4280,90,-410,-2,25,25
1502785082278,4324,130,-342,10,-7,-47
1502785082279,4278,98,-404,27,37,13
1502785082280,4310,116,-354,51,3,-60
1502785082281,4294,118,-350,35,7,0
1502785082282,4292,106,-280,38,13,-51
1502785082283,4308,88,-356,6,-15,-2
1502785082284,4278,90,-360,25,34,-25
1502785082285,4304,128,-400,11,18,2
1502785082286,4316,80,-372,22,12,-14
1502785082287,4316,146,-408,21,19,-27
1502785082288,4308,98,-350,16,22,0
1502785082289,4292,84,-350,14,13,-14
1502785082290,4268,108,-384,21,21,2
1502785082291,4316,98,-334,14,25,-32
1502785082292,4314,110,-386,4,-9,-3
1502785082293,4314,106,-372,17,33,-24
1502785082294,4258,60,-348,11,-7,25
1502785082295,4326,100,-306,25,32,-42
1502785082296,4270,118,-334,19,29,4
1502785082297,4294,74,-370,13,2,-21
1502785082298,4284,86,-398,22,27,-21
1502785082299,4288,96,-360,29,-18,-2
1502785082300,4286,92,-360,17,11,-63
1502785082301,4284,88,-422,12,6,18
1502785082302,4336,72,-360,25,-13,-59
1502785082303,4274,84,-356,-12,18,22
1502785082304,4278,96,-328,26,-3,-41
1502785082305,4262,120,-312,11,23,6
